company,dep_date,arr_date,das,trip,drag,drag_all,drag_date,day,month,year,zone,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,total_catch_cat,total_catch_spp,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,1.24,21.32
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.13,2.23
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,244
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.15,2.51
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,7.87,135.15
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,3.67,63.03
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.64,10.95
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Corvula sanctaeluciae,NA,Striped croaker,0.04,0.62
PSI,22/03/2019,27/03/2019,6,2,4,10,25/03/2019,25,3,2019,2,Day,8:32:00 am,12:30:00 pm,3:58,3.97,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.04,0.62
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,8pm picture,0.07,0.88
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,8pm picture yello blackeye,0.07,0.88
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,2.8,35.02
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,6.2,77.55
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,2.1,26.27
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,1.24,15.49
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,6.9,86.31
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,2.3,28.77
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,6.33
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.26,3.3
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,1.3
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.43,5.35
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,280
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,5.86,73.3
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.09,1.18
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,1.25,15.64
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.48,6
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.22,2.8
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Carcharhiniformes,Triakidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Mustelus higmani,CTJ,Smalleye smoothhound,2,24.99
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.14,0.14
PSI,22/03/2019,27/03/2019,6,2,5,11,25/03/2019,25,3,2019,4,Night,7:35:00 pm,11:35:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Corvula sanctaeluciae,NA,Striped croaker,0.05,0.6
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,2.8,18.22
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,7,45.54
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,2,13.01
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.15,0.94
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,4,26.02
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,4.5,29.27
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,1.81,11.77
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,6.33
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.07,0.47
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,2.5,16.26
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,0.94
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.32,2.08
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,2.96,19.26
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,165
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,2.8,18.22
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.86,5.59
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,0.5,3.25
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.12,0.78
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Carcharhiniformes,Triakidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Mustelus higmani,CTJ,Smalleye smoothhound,11,71.56
PSI,22/03/2019,27/03/2019,6,2,6,12,26/03/2019,26,3,2019,4,Night,6:15:00 pm,10:12:00 pm,3:57,3.95,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.02,0.15
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,10:13 unidentified,1,9.5
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Genyatremus luteus,GEU,Annafolk,1.1,10.48
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Croaker spp.,0.61,5.79
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.89,8.47
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,3.39,32.23
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,0.84,7.96
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.74,0.74
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,5.65,53.69
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,12.22,116.08
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,3.37,32
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.08,0.8
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.52,4.94
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.47,0.47
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.05,0.49
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.05,0.51
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,One fin,0.5,4.71
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.23,2.18
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,2
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.1,0.95
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,385
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Pennatulacea,Renillidae,Anthozoa,Discarded catch,Bycatch species,Other,Renilla muelleri,NA,Seapansy,0.002,0.02
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,9.32,88.51
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.14,1.33
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.45,4.31
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,1.16,11.05
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,5.98,56.83
PSI,25/04/2019,02/05/2019,8,3,1,13,25/04/2019,25,4,2019,7,Day,1:10:00 am,6:00:00 am,4:50,4.83,12,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.1,0.95
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.84,20.07
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,2.18,51.96
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Micropogonias furnieri,CKM,Bashaw,0.65,15.49
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,0.68,16.11
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,3.6,3.6
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.17,4.05
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,0.16,3.86
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,12.26,292.1
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,5.56,132.56
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,3.11,74.07
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,One fin  bottom,0.3,7.15
PSI,25/04/2019,02/05/2019,8,3,2,14,26/04/2019,26,4,2019,8,Night,6:05:00 pm,10:00:00 pm,3:55,3.92,12,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,1
