company,dep_date,arr_date,das,trip,drag,drag_all,drag_date,day,month,year,zone,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,total_catch_cat,total_catch_spp,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs
NHS,14/02/2019,24/02/2019,11,1,1,1,15/02/2019,15,2,2019,6,Day,8:00:00 am,12:00:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.2,0.51
NHS,14/02/2019,24/02/2019,11,1,1,1,15/02/2019,15,2,2019,6,Day,8:00:00 am,12:00:00 pm,4:00,4,10,Deep,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,2,5.06
NHS,14/02/2019,24/02/2019,11,1,1,1,15/02/2019,15,2,2019,6,Day,8:00:00 am,12:00:00 pm,4:00,4,10,Deep,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa spinifer,EAH,Specule anchovy,0.6,1.52
NHS,14/02/2019,24/02/2019,11,1,1,1,15/02/2019,15,2,2019,6,Day,8:00:00 am,12:00:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,1,2.53
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,1.7,7.36
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,0.45,0.45
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,0.4,1.73
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Micropogonias furnieri,CKM,Bashaw,4.5,4.5
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.2,0.87
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,12,51.92
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,6.5,28.13
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Myliobatiformes,Myliobatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Rhinoptera bonasus,MRB,Cownose stingray,1.12,1.12
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,12,51.92
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,13,56.25
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.32,1.38
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,10.83
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion jamaicensis,YNJ,Jamaica weakfish,0.01,0.01
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.4,1.73
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.8,0.8
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.3,1.3
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,3
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,4.5,19.47
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,425
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,7,30.29
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,1.2,5.19
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,1.3,5.63
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.6,0.6
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,0.2,0.87
NHS,14/02/2019,24/02/2019,11,1,2,2,15/02/2019,15,2,2019,6,Night,8:20:00 pm,12:20:00 am,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.4,1.73
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Genyatremus luteus,GEU,Annafolk,0.01,0.02
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,8,22.25
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,6,16.69
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.32,0.89
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Torpediniformes,Narcinidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Narcine brasiliensis,TNA,Brazilian electric stingray,0.4,0.4
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,8,22.25
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,2.05,2.05
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,8,22.25
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Rhinopristiformes,Rhinobatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Pseudobatos percellens,NA,Chola guitarfish,1.2,1.2
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Myliobatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Rhinoptera bonasus,MRB,Cownose stingray,0.03,0.03
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,9.5,26.43
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,16,44.51
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.34,0.95
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,10.83
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.01,0.02
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,5.2,5.2
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.4,1.11
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.0035,0.01
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.01,0.02
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,1
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.3,0.83
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.5,0.5
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,320
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,13,36.16
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Rajiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis geijskesi,RDJ,Sharpsnout stingray,6.2,6.2
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.5,1.39
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.4,1.11
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.04,0.11
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,0.4,1.11
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Teuthida,Loliginidae,Cephalopoda,Discarded catch,Bycatch species,Other,Lolliguncula brevis,IUB,Squid,0.0023,0.01
NHS,14/02/2019,24/02/2019,11,1,3,3,16/02/2019,16,2,2019,6,Day,9:45:00 am,1:45:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.05,0.14
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,1.2,4.72
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,8,31.48
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Micropogonias furnieri,CKM,Bashaw,2.2,8.66
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,1.2,4.72
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,10,39.35
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,12,47.22
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,5,19.67
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,22,86.56
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.01,0.05
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,10.83
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.9,3.54
NHS,14/02/2019,24/02/2019,11,1,4,4,17/02/2019,17,2,2019,6,Day,7:30:00 am,11:30:00 am,4:00,4,9,Shallow,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,2.4,2.4
