company,dep_date,arr_date,das,trip,drag,drag_all,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,total_catch_cat,total_catch_spp,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,cpue
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.39,6.07,1.695530726
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,2.68,41.32,11.54189944
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Catfish spp.,0.31,4.8,1.340782123
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,11.5,177.03,49.44972067
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,7.01,107.85,30.12569832
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.02,0.25,0.069832402
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02,5.87150838
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Conodon nobilis,BRG,Grunt,0.05,0.8,0.223463687
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Decapoda,Diogenidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Clibanarius foresti,NA,Hermit crab,0.1,1.51,0.421787709
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,2.28,35.1,9.804469274
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.14,2.12,0.592178771
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.56,8.68,2.424581006
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,One fin,0.12,1.85,0.516759777
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,1.25,19.24,5.374301676
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,1.5,0.418994413
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.19,2.92,0.815642458
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.24,3.63,1.01396648
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,280,78.2122905
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Pennatulacea,Renillidae,Anthozoa,Discarded catch,Bycatch species,Other,Renilla muelleri,NA,Seapansy,0.05,0.71,0.198324022
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,1.25,19.3,5.391061453
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.16,2.46,0.687150838
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,0.26,4,1.117318436
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,1.69,25.99,7.259776536
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,0,0.02,0.005586592
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Decapoda,Inachoididae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Paulita tuberculata,NA,Spider crab,0,0.06,0.016759777
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Sphoeroides testudineus,FDT,Spotted puffer,0.19,2.99,0.835195531
PSI,25/04/2019,02/05/2019,8,3,3,15,27/04/2019,Day,3:25:00 am,7:00:00 am,3:35,3.58,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.54,8.28,2.312849162
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.25,1.8,0.45
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,5.07,36.14,9.035
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Daysciaena albida,AYI,Bengal corvina,0.94,6.69,1.6725
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.5,3.58,0.895
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Nebris microps,NBM,Butterfish,1.06,7.56,1.89
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.77,5.47,1.3675
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,1.85,13.22,3.305
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,0.84,5.96,1.49
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,16.4,116.91,29.2275
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,18.32,130.6,32.65
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Arius proops,AXP,Cuirass,1.24,8.84,2.21
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02,5.255
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0,0.02,0.005
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.16,1.13,0.2825
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,10.6,75.56,18.89
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,1.2,0.3
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.13,0.91,0.2275
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Herring spp.,0.2,1.41,0.3525
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,880,220
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,1.53,10.91,2.7275
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.38,2.71,0.6775
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.29,2.05,0.5125
PSI,25/04/2019,02/05/2019,8,3,4,16,27/04/2019,Night,5:15:00 pm,9:15:00 pm,4:00,4,10,Deep,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.83,5.89,1.4725
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.13,1.2,0.248447205
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,2.66,24.86,5.14699793
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.35,3.24,0.670807453
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,1.06,9.93,2.055900621
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,2.8,26.18,5.420289855
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,12.26,114.65,23.73706004
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,10.23,95.66,19.80538302
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.03,0.24,0.049689441
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02,4.351966874
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,1.55,14.46,2.99378882
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Perciformes,Serranidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Epinephelus flavolimbatus,EEL,Jew fish,0.1,0.92,0.19047619
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.05,0.45,0.093167702
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.23,2.11,0.436853002
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.31,2.89,0.598343685
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,3,0.621118012
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.3,2.84,0.587991718
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Herring spp.,0.29,2.71,0.561076605
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.05,0.05,0.010351967
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,560,115.942029
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.06,0.6,0.124223602
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,2.8,26.18,5.420289855
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,3.2,3.2,0.66252588
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.33,3.07,0.635610766
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,0.03,0.28,0.057971014
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Teuthida,Loliginidae,Cephalopoda,Discarded catch,Bycatch species,Other,Lolliguncula brevis,IUB,Squid,0.08,0.79,0.163561077
PSI,25/04/2019,02/05/2019,8,3,5,17,28/04/2019,Day,7:25:00 am,12:15:00 pm,4:50,4.83,9,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,1,9.39,1.944099379
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,1.06,16.99,3.072332731
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,2.3,36.89,6.670886076
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,0.95,15.26,2.759493671
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,11.79,188.92,34.16274864
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.04,0.58,0.104882459
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,21.02,3.801084991
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.3,4.87,0.880650995
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Perciformes,Serranidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Epinephelus flavolimbatus,EEL,Jew fish,0.04,0.67,0.121157324
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.27,4.3,0.777576854
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.93,14.9,2.694394213
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,1.36,21.73,3.929475588
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,3,0.542495479
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.56,9.01,1.629294756
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Herring spp.,1.94,31.06,5.616636528
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,640,115.7323689
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,No,Rajiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis geijskesi,RDJ,Sharpsnout stingray,0.68,10.9,1.971066908
PSI,25/04/2019,02/05/2019,8,3,6,18,28/04/2019,Night,4:40:00 pm,10:12:00 pm,5:32,5.53,9,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.57,9.2,1.663652803
