company,dep_date,arr_date,das,trip,drag,drag_all,drag_date,drag_period,drag_time_s,drag_time_e,time_fished_min,hrs_dec,depth,depth_sd,id_status,com_status,order,family,class,total_catch_cat,total_catch_spp,categories,sci_name,alpha_code,com_name,sample_wt_lbs,total_wt_lbs,cpue
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,1.6,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Polymixiiformes,Polymixiidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Polymixia lowei,NA,Beard fish,0.08,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.18,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.28,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,1.88,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,12,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Arius proops,AXP,Cuirass,0.12,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.07,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.04,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.57,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Clupeiformes,Clupeidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Harengula jaguana,HCG,Scaled herring,0.04,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.02,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.63,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.25,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,0.06,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.77,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.31,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Myliobatiformes,Urotrygonidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Urotrygon microphthalmum,JUM,Smalleyed round stingray,0.36,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,3,27,04/08/2019,Day,3:30:00 am,7:00:00 am,3:30,3.5,7,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.05,31.43,8.98
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.6,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,1.7,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,2.5,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Micropogonias furnieri,CKM,Bashaw,0.38,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.26,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.51,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,1.9,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,2,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Myliobatiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis guttata,RDU,Longnose stingray,0.76,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.31,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.06,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.95,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.53,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Larimus breviceps,LRJ,Shorthead drum,3.01,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.99,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.3,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Siri ball,0.33,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,4,28,04/08/2019,Night,5:30:00 pm,6:30:00 pm,1:00,1,9,Shallow,Yes,No,Myliobatiformes,Urotrygonidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Urotrygon microphthalmum,JUM,Smalleyed round stingray,2,31.43,31.43
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Bony fish,Un id,Not applicable,Angel wing,0.67,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Genyatremus luteus,GEU,Annafolk,0.23,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Paralonchurus brasiliensis,RLB,Banded croaker,0.51,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Tetraodontiformes,Tetraodontidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Colomesus psittacus,KOP,Banded puffer,1.09,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,1.9,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Polymixiiformes,Polymixiidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Polymixia lowei,NA,Beard fish,0.52,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,No,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Shell fish,Un id,Not applicable,Black crab,0.23,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,0.52,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoviella lepidentostole,EVL,Broadband anchovy,0.03,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.21,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,0.77,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,1.12,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.02,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.22,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.09,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.03,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.14,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Purple crab,0.23,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Perciformes,Ephippidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Chaetodipterus faber,HRF,Sea donkey,0.05,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Decapoda,Penaeidae,Malacostraca,Target catch,Target species,Shell fish,Xiphopenaeus kroyeri,BOB,Seabob,0,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Cynoscion virescens,YNV,Seatrout,0.08,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Rajiformes,Dasyatidae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Dasyatis geijskesi,RDJ,Sharpsnout stingray,0.26,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,Yes,Decapoda,Portunidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Callinectes ornatus,KLO,Sheriga crab,0.56,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Anguilliformes,Ophichthidae,Actinopterygii,Discarded catch,Bycatch species,Other,Ophichthus gomesii,OOG,Shrimp eel,0.34,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Perciformes,Trichiuridae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Trichiurus lepturus,LHT,Silverbelt,0.16,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa spinifer,EAH,Specule anchovy,0.08,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,5,29,05/08/2019,Night,6:15:00 pm,10:00:00 pm,3:45,3.75,7,Shallow,Yes,No,Pleuronectiformes,Cynoglossidae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Symphurus plagusia,YFS,Tongue fish,0.34,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Genyatremus luteus,GEU,Annafolk,0.09,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Macrodon ancylodon,WKK,Bangamary,0.33,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Polymixiiformes,Polymixiidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Polymixia lowei,NA,Beard fish,0.36,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Decapoda,Malacostraca,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus gronovii,HGV,Box crab,1.91,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Myliobatiformes,Gymnuridae,Elasmobranchii,Discarded catch,Bycatch species,Flat fish,Gymnura micrura,RGI,Butterfly stingray,0.95,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Siluriformes,Ariidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Bagre bagre,BEB,Catfish,0.32,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Lonchurus elegans,RLE,Chinese butterfish,0.71,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer microps,EFM,Croaker lm,2.9,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Perciformes,Sciaenidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Stellifer rastrifer,EFR,Croaker rm,7.6,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Pleuronectiformes,Achiridae,Actinopterygii,Discarded catch,Bycatch species,Flat fish,Achirus achirus,HIK,Drab sole,0.03,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Bony fish,Multiple species finfish,Not applicable,Finfish,0,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Decapoda,Aethridae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Hepatus pudibundus,HUY,Flecked box crab,0.06,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Perciformes,Haemulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Conodon nobilis,BRG,Grunt,0.13,1.21,0.322666667
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Unknown,Unknown,Unknown,Discarded catch,Bycatch species,Other,Scyphozoa sp.,NA,Jelly fish,0.7,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Stomatopoda,Squillidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Squilla mantis,MTS,Mantis shrimp,0.04,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Perciformes,Carangidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Selene brownii,LNW,Moonfish,0.1,0.92,0.245333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Clupeiformes,Engraulidae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Anchoa mitchilli,ANB,Negli,0.03,0.25,0.066666667
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Batrachoidiformes,Batrachoididae,Actinopterygii,Discarded catch,Bycatch species,Bony fish,Batrachoides surinamensis,TFB,Pacu,0.11,1.08,0.288
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,Yes,Not applicable,Not applicable,Not applicable,Incidental catch,Bycatch species,Shell fish,Multiple species prawns,Not applicable,Prawns,0,31.43,8.381333333
NHS,01/08/2019,10/08/2019,10,5,6,30,05/08/2019,Night,2:15:00 pm,6:00:00 pm,3:45,3.75,8,Shallow,Yes,No,Decapoda,Leucosiidae,Malacostraca,Discarded catch,Bycatch species,Shell fish,Persephona lichtensteinii,NA,Purple crab,0.35,31.43,8.381333333
